,Fed RSSD,Bank Name,Yield on Earning Assets,Cost of Funding Earnings Assets,Net Interest Margin,NonInterest Inc to Ave Asset,NonInterest Exp to Ave Asset,Loan Lease Loss Prov to Assets,Net Op Inc to Assets,Return On Assets,Pretax ROA,Return on Equity,RE to Ave Equity,Net Chargeoffs to Loans,Credit Loss Prov to Chargeoffs,Efficiency Ratio,Assets per Emp,Cash Div to Net Inc,Earning Assets to Total Asst Ratio,Loss Allow to Loans,Loan Loss Allow to noncurr Loans,Noncurr Assets Other RE,Noncurrent Loans to Loans,Net Loans Lease to Tot Assets,Net Loans Lease to Deposits,Net Loans Lease to core deposits,Tot Dom Deposits to Tot Assets,Equity to Assets,Core Capital Ratio,Tier 1-based risk capital ,Total risk based  Capt ratio,Common Equity tier 1,Average Total Assets.1,Average earning assets,Average equity,Average Total Loans,Bank Size
68,2619714,Alliance Bank,4.818285095,0.717062545,4.10122255,0.7194984590000001,2.943402786,0.165825509,0.952575424,0.952575424,1.235400043,6.72134094,2.008601886,-0.08498896199999999,-233.7662338,67.7480916,3.69757377,70.11605416,89.02603391,1.4374399530000002,444.2088091,0.39059729,0.323595553,82.77958076,98.53239187,107.6007653,84.01255586,13.74184224,14.08253132,14.76079902,16.01128675,14.76079902,217095.67,191894.0,30767.67,181200.0,Medium
69,3276543,Alliance Bank & Trust Company,4.352866549,0.421433311,3.931433238,0.19789148,3.366942368,0.0,0.588100033,0.588100033,0.588100033,7.610459874,7.610459874,-0.142921415,0.0,85.1303735,4.57771875,0.0,95.67879744,1.4324261969999998,72.48730964,1.344829234,1.976106168,67.07967260000001,72.69048676,74.16579239,92.28122632,7.6525562,8.003194432999999,10.66210696,11.91317564,10.66210696,143513.0,137151.0,11090.0,100754.67,Medium
70,601658,Alliance Bank Central Texas,4.3424627760000005,0.8951883509999999,3.447274425,0.257240854,2.612716932,0.08794559099999999,0.5841053,0.5841053,0.7174894470000001,7.183739691,7.183739691,0.036876648,324.3243243,76.43653516,5.204777778,0.0,92.12618036,0.991593723,2226.315789,0.609838539,0.044539671,75.13680450000003,89.93913995,111.2153864,83.54183122,7.955653282,8.040313962,11.34975708,12.4499329,11.34975708,272896.0,250226.67,22189.0,200669.0,Medium
71,35057,Alliant Bank,4.78295884,0.637915192,4.145043648,1.119478528,3.544382865,0.0,1.3066907559999998,1.3066907559999998,1.3066907559999998,13.25435466,6.736240267,0.0,47.6072566992661,73.06388527,3.396282609,49.17715392,91.14248955,1.149594923,1057.142857,0.256034411,0.108745466,81.45798795,90.84620656,98.72847168,89.66581109,10.11143898,10.06805914,13.36572386,14.6119452,13.36572386,158109.33,142338.67,15587.33,126243.0,Medium
72,2140348,"Allied First Bank,sb",4.297501553,0.450847507,3.846654047,24.85052447,29.13876649,-0.309937666,-0.659195781,-0.659195781,-0.8997444170000001,-5.818303566,-5.818303566,-0.16789213,285.106383,104.3312629,0.6394883720000001,0.0,79.64579242,1.1614341190000002,28.27469267,3.040221107,4.107680788,68.80742842,78.22767365,82.64585548,87.95791209,11.6396344,10.75825178,16.57743712,17.85617995,16.57743712,86469.0,69203.0,9796.67,55988.33,Medium
73,146056,AllNations Bank,4.351351351,0.234234234,4.117117117,0.310705577,3.716667978,0.0,0.188783135,0.188783135,0.188783135,1.493775159,1.493775159,0.032005543,0.0,95.16616314,3.388466667,0.0,87.55385917,3.1881148360000005,38.1364073,4.096248057,8.359767115,47.43738564,54.32607814,54.32607814,87.31973164,12.59566766,11.45294726,18.73881495,20.00455536,18.73881495,50852.0,44400.0,6426.67,24995.67,Medium
75,3633173,Alma Bank,4.463940482,0.911240721,3.5526997610000004,0.209101313,2.9756161480000003,0.160353768,0.352595028,0.352595028,0.502686155,3.424198279,3.196392988,0.254918609,71.19609439,81.74263409999998,6.625272189,6.652806653,95.64005855,1.473127646,107.8460621,1.542238747,1.365954044,86.37581933,104.9435364,124.589372,82.30694552,10.33991235,10.51965227,11.78029535,13.033390400000002,11.78029535,1091337.0,1053508.67,112376.67,964229.33,Medium
76,224552,Almena State Bank,6.2102409000000005,1.073014342,5.137226558,1.213376063,4.033753161,0.444182309,1.310879496,1.310879496,1.498663887,15.73756846,15.73756846,0.536868317,92.83018868,67.16012085,3.825516129,0.0,93.98267997,1.065511278,85.39493294,1.142582489,1.247745319,89.72687641,108.2614358,124.96095259999998,82.87981381,9.288225919,9.45145417,10.11832019,11.17931341,10.11832019,110765.33,102701.33,9226.33,98720.67,Medium
77,260055,Alpine Bank,4.446876858,0.084657656,4.362219202,0.93168598,3.0886819030000003,0.0,1.520804068,1.547679517,1.919335363,17.14291087,11.94068206,-0.051265733,0.0,62.07382809999999,5.261940828,30.34623963,92.99243872,1.248446772,401.5582285,0.263193998,0.310900558,65.32861859,73.87278786,74.82205586,88.4339423,9.229838474,8.859160522,11.64900462,12.75922032,11.64900462,3534452.67,3276726.67,319094.0,2305633.67,Medium
78,813947,Alpine Bank & Trust Co.,3.186267657,0.199488062,2.986779595,1.07792758,1.642475823,0.0,1.640716412,1.635253785,2.078871308,13.69952949,13.69952949,-0.005735103,0.0,38.67617360000001,4.908100372,0.0,87.05947758,0.002944004,11.00478469,0.01984429,0.026752034,59.17128122,70.39803483,73.03122794,84.05246164,13.88032378,8.13997059,11.74858633,11.8053552,11.74858633,1301571.67,1154956.33,155363.0,802078.0,Medium
79,2889227,Alpine Capital Bank,3.563270235,0.30700286600000004,3.256267369,0.223969004,1.809755975,-0.138990411,1.63331737,1.63331737,1.776628726,9.92097124,4.715523367,0.0,47.6072566992661,52.49634427,16.09452941,52.4691358,99.10857544,5.529475814,1499.442897,0.131210093,0.368768682,33.6131751,40.99875624,51.56717841,81.98584101,16.96557471,17.10998229,30.92022592,32.21121414,30.92022592,277717.0,274916.0,45721.33,107149.0,Medium
80,199436,Altamaha Bank and Trust Company,5.181268396,0.376308198,4.804960197,0.89346364,3.795384587,0.06119614,1.428317902,1.428317902,1.428317902,13.21531278,1.019175793,-0.256854813,-35.71428571,71.8156554,3.0172452830000003,92.28791774,91.3397201,1.5546276330000002,59.96460177,2.025463687,2.5925755980000003,67.08043073,75.60738376,78.16250246,88.72206311,10.92524732,11.84237596,17.09272506,18.34525577,17.09272506,163409.0,149345.67,17661.33,109011.0,Medium
81,3453737,AltaPacific Bank,5.499859144,0.395948506,5.103910638,0.196369847,3.134328383,0.208702253,1.075561291,1.231817617,1.734600317,8.602281609,-4.978524936,0.0,47.6072566992661,63.46228616,7.332016949,157.8744705,91.48475805,1.256704607,8420.408163,0.06703822799999999,0.014924509,74.94249738,95.82691665,98.44225882,78.20610325,13.81149313,13.33353636,14.73678487,15.83537015,14.73678487,421653.33,386919.0,60379.33,311527.0,Medium
82,881441,Alton Bank,5.369862719,0.68228844,4.68757428,0.54078411,2.656379091,0.148567063,2.145308393,2.145308393,2.145308393,16.41343674,11.04837986,0.358826563,64.93506494,53.66146459,3.708833333,32.68698061,93.98582963,0.8364720290000001,47.75725594,1.297203373,1.751507729,64.2834674,81.00991034,81.67285184,79.35259665,13.51877649,13.63377666,15.11699354,15.71815268,15.11699354,67309.67,63316.33,8797.67,42917.67,Medium
83,777870,Altoona First Savings Bank,4.521415006000001,0.680392998,3.841022008,0.689763962,2.9173921660000004,0.344881981,0.7561924170000001,0.7561924170000001,1.033735964,5.554565922999999,5.554565922999999,0.034927719,1403.703704,67.90934124,4.995704545,0.0,93.55673738,0.87002356,883.8709677,0.247940276,0.098433323,71.01418946,83.40876423,90.95713686,85.13996115,13.80276692,13.77267881,20.6095316,21.45701234,20.6095316,219785.33,206351.33,29921.33,154605.0,Medium
84,246956,Alva State Bank & Trust Company,4.55620133,0.582399541,3.973801789,0.156957016,1.470574394,0.948923135,1.576751199,1.5059666619999998,1.5059666619999998,11.60099912,11.60099912,0.071573422,1622.807018,36.34963419,8.6704,0.0,96.45614197,1.906539355,74.30810678,2.504305837,2.56572188,80.01809477,96.71838115,103.8347052,82.73307908,13.29119764,13.71878957,15.10381173,16.35943392,15.10381173,389915.67,376717.33,50616.33,318554.0,Medium
85,661308,Amalgamated Bank,3.768605446,0.340040496,3.42856495,0.622085629,2.754970679,-0.089577338,0.904257985,0.900121345,1.201720202,10.53455205,10.53455205,-0.087728544,146.9325153,71.14467505,11.81002558,0.0,94.65816464,1.125412882,179.4295285,0.447298667,0.627217209,67.26226363,78.21170206,82.7724223,86.00025554,8.796050865,8.592716238,12.45861839,13.70860323,12.45861839,4277867.67,4055399.33,365521.0,2972806.67,Medium
86,397531,Amalgamated Bank of Chicago,3.340526498,0.068004274,3.272522224,2.261203858,4.3412074889999985,0.241753798,0.5684529739999999,0.570999447,0.761639585,6.5344554860000015,4.426566619,0.511513743,96.15384615,81.26212337,4.91198895,32.25806452,93.58408224,1.258958015,73.28720662,1.832139202,1.717841453,47.65462787,53.62390378,54.19250944,88.86825559,8.591337015,10.56922206,16.11911288,17.14449498,16.11911288,868652.33,817595.67,75905.33,426968.0,Medium
87,353555,Amarillo National Bank,4.341762885,0.619365096,3.722397789,1.167935417,2.378414493,0.355774464,1.984674167,1.986216685,1.986216685,15.51642038,8.391235984,0.40677675,109.3606608,50.40016871,6.2475052789999985,45.92028459,95.4415832,1.3580663219999998,153.75293330000005,0.689288708,0.883278317,76.97774267,91.0823877,105.0490208,84.51441009999998,12.72507928,13.26735844,14.30690142,15.57363075,14.30690142,4019400.33,3834249.0,514513.0,3214539.67,Medium
88,206174,Ambler Savings Bank,3.873552142,0.841654047,3.031898095,0.094225561,1.873366266,0.046099603,0.7993975040000001,0.7993975040000001,1.019763735,6.624407036,6.624407036,0.09005547,78.44827586,63.49534643,7.375981481,0.0,93.84363161,0.755041353,299.0797546,0.163694474,0.252454852,64.35151129,77.58908787,81.05123689,82.93886815,12.07472703,12.27516862,23.91251949,24.87173559,23.91251949,394797.33,370461.0,47642.0,257619.0,Medium
89,9807,Amboy Bank,4.160123841,0.646253325,3.5138705160000003,0.5421102870000001,1.881204235,0.0,1.879102706,1.877001178,1.877001178,12.57981292,7.017517568,-0.243916623,0.0,50.02794358,8.855479087,44.21604192,91.54444994,1.82700202,81.85703383,3.064717725,2.231942613,74.24107693,89.12726244,97.00605857,83.29783155,15.51023598,15.52949882,16.95172655,18.20531613,16.95172655,2379220.67,2179021.67,354997.33,1776836.67,Medium
90,1169650,Amerasia Bank,5.74260229,0.906988862,4.835613428,0.135900184,1.737188709,0.0,2.219359815,2.219359815,3.062558681,19.98866577,19.98866577,-0.004482365,0.0,36.19333619,8.356228571,0.0,96.47277651,0.79462216,1089.849550892263,0.0,0.0,91.4570141,105.8278355,131.0321601,86.42056567,11.61306536,11.50799536,14.06054749,14.95297323,14.06054749,582780.67,562079.67,64706.67,535431.67,Medium
92,2580243,American Bank,3.979853601,0.934921005,3.044932596,0.135754061,1.5845662130000002,0.107746548,1.0471514709999998,1.0471514709999998,1.325908597,10.37844249,4.745083997,0.042157983,327.0,52.5,10.7082,54.27942102,94.00864135,1.332332171,598.605948,0.16747290199999998,0.222572491,74.24170262,99.34705456,104.5028525,74.72964644,9.637785373,9.784272088,11.36947778,12.550277,11.36947778,606980.0,574594.0,61242.33,474406.0,Medium
93,630555,American Bank,4.624783378,0.5267174179999999,4.09806596,0.307263005,2.419940801,0.0,1.614109321,1.614109321,1.614109321,15.57576875,-3.876237085,0.005208385,0.0,59.98787144,5.754528571,124.88632920000002,90.70719458,1.193599497,115.0617284,1.004178076,1.037355786,67.03515492,75.94406617,77.08110916,88.26911476,10.37617578,10.60410578,13.18482322,14.27813409,13.18482322,408770.33,371736.33,42360.67,268797.33,Medium
94,275358,American Bank & Trust,4.4908517230000005,0.566938349,3.923913374,0.808240093,2.852104043,0.117015112,1.3888579330000002,1.3888579330000002,1.462410288,12.54872069,4.996832612,-0.0040226490000000005,-3818.181818,63.2780083,5.537097015,60.18054162,92.74230394,1.206849043,1026.706231,0.405676233,0.117545702,76.34718877,91.83558002,100.0660661,83.13465082,10.76713241,10.39577967,11.68096961,12.74695109,11.68096961,717856.0,662858.67,79450.33,546903.33,Medium
95,83834,American Bank & Trust Company,4.134958735,0.239184516,3.895774219,0.559407234,2.638257051,0.044163729000000006,1.507875891,1.507875891,1.507875891,13.82213305,10.30394716,0.008431466,840.0,62.96110414,3.768265306,25.45327755,93.20046576,1.13674553,169.761606,0.431639091,0.669612851,63.72823526,73.20989728,74.27318058,87.04866094,11.36884291,11.37417766,17.88243774,19.01648688,17.88243774,190201.33,177269.0,20749.33,118603.33,Medium
96,597452,American Bank & Trust Company,4.75253265,0.503478579,4.2490540710000015,1.221717327,4.418101681,0.07967721700000001,0.34526794,0.34526794,0.42228925,3.714020427,3.714020427,0.127658354,89.55223881,89.79757085,3.556319149,0.0,86.75716585,0.536996012,136.7945824,0.85134642,0.392556491,67.15286544,76.13169283,85.33653663,88.20618976,8.576881428,8.86221404,13.12875238,13.68337238,13.12875238,150607.67,131088.0,14001.0,104967.67,Medium
97,2919898,"American Bank & Trust Company, Inc.",4.907714209,0.94985914,3.957855069,0.501678352,2.751611276,0.163975063,1.055779958,1.055779958,1.28680802,11.54025413,9.06163142,-0.0014526970000000002,-13450.0,65.47722657,4.41715,21.47806005,93.34950138,1.019812738,425.3146853,0.202336348,0.239778398,83.52416151,98.56272228,104.8564557,84.74214143,8.678955887999999,9.343341052000001,10.07360584,11.05836331,10.07360584,328098.67,306782.33,30016.67,275350.0,Medium
98,718079,American Bank & Trust of the Cumberlands,4.974469073,0.922537901,4.051931172,0.730845318,2.92604859,0.133365934,1.360332526,1.360332526,1.4554668919999998,15.36864405,0.8035892309999999,0.265368836,60.0,64.80897991,4.64612,94.77124183,93.3454151,0.921968204,101.5715949,1.030967775,0.907702793,80.7228397,89.07487982,99.60746403,90.62357408,8.722546985,8.932982986,11.69679547,12.69410359,11.69679547,224945.0,210072.67,19910.67,188417.0,Medium
99,54441,American Bank & Trust Wisconsin,4.490885717,0.568282955,3.922602762,0.446970932,2.428172664,0.044327695999999986,1.23871283,1.23871283,1.637662091,9.934330716,6.971806646,-0.007460274,-720.0,59.07729179,4.663805556,29.82107356,93.70209116,1.193734143,182.860262,0.545572583,0.6528122239999999,82.57503112,102.0079169,108.70990249999998,80.94962983,12.25572821,11.22820656,13.46920358,14.71910957,13.46920358,162426.67,151685.0,20253.0,134043.33,Medium
100,452159,American Bank and Trust Company,4.360230336,0.667093215,3.693137121,0.63609983,2.30010692,0.093958616,1.154751391,1.154751391,1.550317164,10.4159913,8.509076702,0.0,47.6072566992661,58.31348261,5.168878049,18.30756713,89.57598007,0.535673917,1089.849550892263,0.197712387,0.0,47.75108058,56.12054193,67.20235882,85.08663483,11.3068836,11.42375698,16.16010554,16.51602623,16.16010554,212859.67,190678.0,23598.33,103441.67,Medium
101,2733263,"American Bank and Trust Company, National Association",4.176139013,0.410218589,3.765920424,1.71672981,4.282462672,0.0,0.920387182,0.920387182,0.920387182,8.792867324,8.792867324,-0.07251160400000001,0.0,82.30994152,3.366701923,0.0,92.22704256,1.577668487,190.2484763,0.913642374,0.829267344,72.30227025,81.69543596,83.80018272,88.50221485,10.36165844,10.97943855,14.93759201,16.19162464,14.93759201,341812.67,316416.67,35779.0,256510.67,Medium
102,971959,American Bank Center,3.847944907,0.230143928,3.617800979,1.5153322480000002,2.9783362660000003,0.045185937,1.557812859,1.554979263,1.913843056,18.05682161,4.075818001,0.357850671,20.51621443,59.2441809,4.367098413,77.42782152,94.84100445,1.817237799,68.09221803,1.7045206730000002,2.668789255,62.40851504,69.85433757,76.66912254,89.3409303,8.548264221,8.645018712999999,11.31778531,12.58127593,11.31778531,1372108.33,1299187.0,118160.33,844486.33,Medium
103,1002953,American Bank of Baxter Springs,3.027260039,0.283545017,2.7437150210000003,0.679112733,2.706749323,-0.60149985,1.127327137,1.127327137,1.127327137,10.78855819,10.78855819,0.025027111,-6200.0,83.7334934,3.488966667,0.0,94.60585274,4.265005086,342.9447853000001,0.508268924,1.243641913,35.96384794,40.13070223,44.88737315,89.61679198,10.30295503,11.04565397,28.95853086,30.24602026,28.95853086,103075.67,95928.33,10770.67,39956.67,Medium
104,510648,American Bank of Beaver Dam,4.026038114,0.191126205,3.834911909,0.726498388,3.743742274,0.060682000000000014,0.454137345,0.456800611,0.578164611,4.495436966000001,3.997787117,0.0,47.6072566992661,85.48883757,3.2118108110000003,11.0701107,95.28597996,1.144937356,459.4470046,0.356791235,0.249199003,72.43703559999999,80.83879571,82.73615009,89.6067723,10.25690652,10.5113783,14.56196161,15.74984213,14.56196161,118651.33,113014.33,12056.67,88834.33,Medium
105,215662,American Bank of Commerce,4.31844183,0.466801316,3.851640514,0.398295459,2.575791075,0.13217672,1.046424778,1.028948324,1.278958714,12.00958036,10.79136644,-0.124918136,-167.7871148,64.2538669,5.614621951,10.14368432,93.8301343,1.333704575,739.4055609000002,0.34003114700000003,0.180375243,61.96006073,68.88725483,72.78671249,89.94415713,8.558989051000001,9.108603507,12.13391257,13.25855182,12.13391257,906362.33,849612.0,77654.67,571574.33,Medium
106,2493697,American Bank of Commerce,5.954353545,0.247889403,5.706464142000001,3.0565426660000004,5.229184472,0.067473348,2.114164905,2.114164905,2.885610184,15.03077712,12.60026848,-0.290402332,-29.7029703,63.90874107,3.617692308,16.17021277,90.41888156,1.146677472,266.14420060000003,0.339145226,0.43084819,77.81309802,91.45902582,93.95145245,85.07973634,13.78588135,14.76189934,16.84288461,17.94565387,16.84288461,88924.0,79874.33,12507.67,69558.67,Medium
107,568359,American Bank of Missouri,5.016040116,1.134487806,3.881552309,1.058190749,3.093565919,0.328404025,0.983022716,0.983022716,1.274207619,9.517080581,9.517080581,0.123987434,310.3448276000001,65.87412587,3.860689189,0.0,93.50417059,0.952280739,1182.41206,0.093457617,0.08053713,85.66528172,103.4111508,109.6786337,82.83950142,10.47005331,9.675802199,11.52400548,12.53473997,11.52400548,274052.67,256856.0,28307.0,233894.67,Medium
108,2684552,American Bank of Oklahoma,5.821315007000001,1.029849215,4.791465791,1.29431218,4.443780454,0.103722785,0.828300525,0.828300525,1.072789946,8.788271822999999,4.598514326,0.053161295,237.2881356,79.06670182,3.091568182,47.6744186,90.03815363,0.775600418,73.30508475,2.009497975,1.058044501,81.35140301,101.0007758,110.0168015,80.54532489,9.428871785,9.421733324,11.04408814,11.79215096,11.04408814,269950.33,243725.0,25443.0,221966.0,Medium
109,716655,American Bank of the North,4.033128228,0.343253189,3.689875039,0.848978597,3.112921522,0.0,0.928363609,0.928363609,1.240390807,9.895404865,9.895404865,-0.135175211,0.0,71.34655973,3.523357143,0.0,95.17634635,1.766349189,52.14408233,3.422613837,3.387439398,77.89685531,89.28739673,90.1787505,87.242834,9.560686845,9.628329483,12.11625555,13.37398148,12.11625555,544183.33,516819.67,51054.0,434991.0,Medium
